,uri,label,kind,inscription_of,position,rank,max_before_date,max_abs_before_date,min_after_date,min_abs_after_date,avg,avg_year,yearlabel,baseline_position
2 IV H.6:1,faust://document/faustedition/2_IV_H.6_1,2 IV H.6:1,Witness,,674,959,1831-04-29,1831-04-29,1831-10-28,1831-10-28,1831-07-29,1831.0,1831,448
2 IV H.6:2,faust://document/faustedition/2_IV_H.6_2,2 IV H.6:2,Witness,,675,959,1831-04-29,1831-04-29,1831-10-28,1831-10-28,1831-07-29,1831.0,1831,449
2 IV H.7a,faust://document/faustedition/2_IV_H.7a,2 IV H.7a,Witness,,676,958,1831-04-29,,1832-06-06,,1831-11-17,1831.0,1831 … 1832,451
2 V H.38,faust://document/faustedition/2_V_H.38,2 V H.38,Witness,,677,956,1831-04-29,1831-04-29,1831-05-18,1831-05-18,1831-05-08,1831.0,1831,537
H P197a,faust://document/faustedition/H_P197a,H P197a,Witness,,678,956,1831-04-29,1831-04-29,1831-05-18,1831-05-18,1831-05-08,1831.0,1831,637
H P188a,faust://document/faustedition/H_P188a,H P188a,Witness,,679,958,1831-04-30,1831-04-30,1831-07-23,1831-07-23,1831-06-11,1831.0,1831,630
H P190a,faust://document/faustedition/H_P190a,H P190a,Witness,,680,968,1831-05-14,1831-05-14,1831-11-12,1831-11-12,1831-08-13,1831.0,1831,632
2 IV H.22 i_1_r,faust://inscription/faustedition/2_IV_H.22/i_1_r,2 IV H.22 i_1_r,Inscription,2 IV H.22,681,970,1831-05-15,1831-05-15,1831-05-17,1831-05-17,1831-05-16,1831.0,1831,36
2 IV H.22 i_uebrige,faust://inscription/faustedition/2_IV_H.22/i_uebrige,2 IV H.22 i_uebrige,Inscription,2 IV H.22,682,967,1831-05-15,1831-05-15,1831-12-09,1831-12-09,1831-08-27,1831.0,1831,64
2 IV H.22,faust://document/faustedition/2_IV_H.22,2 IV H.22,Witness,,683,968,1831-05-15,1831-05-15,1831-05-17,1831-05-17,1831-05-16,1831.0,1831,470
2 IV H.22b,faust://document/faustedition/2_IV_H.22b,2 IV H.22b,Witness,,684,975,1831-05-29,1831-05-29,1831-11-27,1831-11-27,1831-08-28,1831.0,1831,472
2 IV H.5,faust://document/faustedition/2_IV_H.5,2 IV H.5,Witness,,685,977,1831-06-17,1831-06-17,1831-12-16,1831-12-16,1831-09-16,1831.0,1831,447
2 IV H.2,faust://document/faustedition/2_IV_H.2,2 IV H.2,Witness,,686,981,1831-06-17,1831-06-17,1832-06-06,,1831-12-11,1831.0,1831 … 1832,444
2 IV H.3,faust://document/faustedition/2_IV_H.3,2 IV H.3,Witness,,687,981,1831-06-17,,1832-06-06,,1831-12-11,1831.0,1831 … 1832,445
2 IV H.7,faust://document/faustedition/2_IV_H.7,2 IV H.7,Witness,,688,983,1831-06-17,,1832-06-06,,1831-12-11,1831.0,1831 … 1832,450
H P188,faust://document/faustedition/H_P188,H P188,Witness,,689,979,1831-06-17,1824-12-31,,,1831-06-17,1831.0,1831,629
2 IV H.18,faust://document/faustedition/2_IV_H.18,2 IV H.18,Witness,,690,981,1831-06-25,1831-06-25,1831-07-01,1831-07-01,1831-06-28,1831.0,1831,465
2 IV H.21a,faust://document/faustedition/2_IV_H.21a,2 IV H.21a,Witness,,691,982,1831-06-25,1831-06-25,1831-07-23,1831-07-23,1831-07-09,1831.0,1831,469
2 IV H.22d,faust://document/faustedition/2_IV_H.22d,2 IV H.22d,Witness,,692,980,1831-06-25,1831-06-25,1831-07-23,1831-07-23,1831-07-09,1831.0,1831,474
2 IV H.20,faust://document/faustedition/2_IV_H.20,2 IV H.20,Witness,,693,985,1831-06-25,,1832-06-06,,1831-12-15,1831.0,1831 … 1832,467
2 IV H.13a,faust://document/faustedition/2_IV_H.13a,2 IV H.13a,Witness,,694,984,1831-06-25,,1832-06-06,,1831-12-15,1831.0,1831 … 1832,459
2 IV H.1,faust://document/faustedition/2_IV_H.1,2 IV H.1,Witness,,695,986,1831-06-25,,,,1831-06-25,1831.0,1831,443
2 IV H.22g,faust://document/faustedition/2_IV_H.22g,2 IV H.22g,Witness,,696,980,1831-06-25,1831-06-25,1831-07-23,1831-07-23,1831-07-09,1831.0,1831,477
2 IV H.22e,faust://document/faustedition/2_IV_H.22e,2 IV H.22e,Witness,,697,982,1831-06-25,1831-06-25,1831-07-23,1831-07-23,1831-07-09,1831.0,1831,475
2 IV H.22f,faust://document/faustedition/2_IV_H.22f,2 IV H.22f,Witness,,698,982,1831-06-25,1831-06-25,1831-07-23,1831-07-23,1831-07-09,1831.0,1831,476
H P181,faust://document/faustedition/H_P181,H P181,Witness,,699,978,1831-06-25,1831-06-25,1831-07-01,1831-07-01,1831-06-28,1831.0,1831,628
2 IV H.19 i_uebrige,faust://inscription/faustedition/2_IV_H.19/i_uebrige,2 IV H.19 i_uebrige,Inscription,2 IV H.19,700,983,1831-06-29,1831-06-29,1831-11-27,1831-12-28,1831-09-12,1831.0,1831,62
2 IV H.12 i_uebrige,faust://inscription/faustedition/2_IV_H.12/i_uebrige,2 IV H.12 i_uebrige,Inscription,2 IV H.12,701,984,1831-06-29,,1832-06-06,,1831-12-17,1831.0,1831 … 1832,63
2 IV H.8,faust://document/faustedition/2_IV_H.8,2 IV H.8,Witness,,702,997,1831-06-29,1831-05-29,1831-11-27,1831-11-27,1831-09-12,1831.0,1831,453
2 IV H.13,faust://document/faustedition/2_IV_H.13,2 IV H.13,Witness,,703,1006,1831-06-29,,1832-06-06,,1831-12-17,1831.0,1831 … 1832,458
2 H,faust://document/faustedition/2_H,2 H,Witness,,704,1153,1831-06-29,1826-08-12,1832-06-06,,1831-12-17,1831.0,1831 … 1832,117
2 IV H.10,faust://document/faustedition/2_IV_H.10,2 IV H.10,Witness,,705,995,1831-06-29,,,,1831-06-29,1831.0,1831,455
2 IV H.21,faust://document/faustedition/2_IV_H.21,2 IV H.21,Witness,,706,999,1831-06-29,,,,1831-06-29,1831.0,1831,468
wa: C.1_4,faust://document/wa/C.1_4,wa: C.1_4,UnknownRef,,707,1043,1831-06-29,,1836-06-12,,1833-12-20,1833.0,1831 … 1836,643
wa: C_12,faust://document/wa/C_12,wa: C_12,UnknownRef,,708,1047,1831-06-29,,,,1831-06-29,1831.0,1831,645
wa: C_4,faust://document/wa/C_4,wa: C_4,UnknownRef,,709,1043,1831-06-29,,1836-06-12,,1833-12-20,1833.0,1831 … 1836,644
wa: P191Var i_v_u,faust://inscription/wa/P191Var/i_v_u,wa: P191Var i_v_u,Inscription,wa: P191Var,710,982,1831-06-29,,,,1831-06-29,1831.0,1831,696
2 IV H.16,faust://document/faustedition/2_IV_H.16,2 IV H.16,Witness,,711,1062,1831-12-07,1831-12-07,1832-06-06,1832-06-06,1832-03-07,1832.0,1831 … 1832,463
H P129 Var*,faust://document/faustedition/H_P129_Var_,H P129 Var*,Witness,,712,1022,1832-03-21,1832-03-21,1832-09-19,1832-09-19,1832-06-20,1832.0,1832,606
C.1 41,faust://bibliography/C.1_41,C.1 41,UnknownRef,,713,1074,1833-02-28,1833-02-28,1833-04-01,1833-04-01,1833-03-16,1833.0,1833,651
wa: C_41,faust://document/wa/C_41,wa: C_41,UnknownRef,,714,1091,1833-02-28,,1836-06-12,,1834-10-21,1834.0,1833 … 1836,642
C.3 41,faust://bibliography/C.3_41,C.3 41,UnknownRef,,715,1072,1833-03-31,1833-03-31,1833-05-01,1833-05-01,1833-04-15,1833.0,1833,652
Q,faust://bibliography/Q,Q,UnknownRef,,716,1082,1836-03-15,1836-03-15,1836-06-12,1836-06-12,1836-04-28,1836.0,1836,697
